IDQA,COORD_X,COORD_Y,ESTABLIMENT,TITULAR,GRUP_ACTIVITAT,EPIGRAF_DEI,EPIGRAF_PCAA,INFORME_PROGRAMA_2018,INFORME_PROGRAMA_2017,INFORME_PROGRAMA_2016,INFORME_PROGRAMA_2015,GEOMETRIA
1155,434550,4597890,KAO CORPORATION (PLANTA MOLLET DEL VALLÈS),"KAO CORPORATION, S.A.",Industrial,4.1.k),I.1 - 5.1.k),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/M/W-01155-B1INS170385.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/M/1155-B1INS150540.pdf,POINT (434550 4597890)
1173,504584,4683174,DIPÒSIT CONTROLAT DE PEDRET I MARZA,CONSELL COMARCAL DE L' ALT EMPORDA,Gestor de residus - Dipòsit controlat,5.5,I.1 - 10.6,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/P/W-01173-G1INS180119.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/girona/P/W-01173-G1INS170058.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/P/1173-G1INS160057.pdf,-,POINT (504584 4683174)
1175,366958,4629400,GRANJA BERNAUS,"PINSOS BAGA, SA",Explotació ramadera,9.3.c),I.1 - 11.1.c),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/T/W-01175-L1INS160384.pdf,-,POINT (366958 4629400)
1176,310207,4609585,AGROMARIANET,AGROMARIANET SL.,Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/A/W-01176-L1INS180285.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/A/W-01176-L1INS150274.pdf,POINT (310207 4609585)
1178,471818,4621516,"CRODA IBÉRICA, SA","CRODA IBÉRICA, SA",Industrial,4.1.k),I.1 - 5.1.k),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/F/W-01178-B1INS180602.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/F/W-01178-B1INS170534.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/F/1178_B1INS160533.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/F/B1INS150332_CRODA_Fogars.pdf,POINT (471818 4621516)
1179,427671,4577744,TRATAMIENTOS Y ACABADOS POR CATAFORESIS (l'Hospitalet de Llobregat),"TRATAMIENTOS Y ACABADOS POR CATAFORESIS, SA (TACSA)",Industrial,2.6,I.1 - 3.21,-,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/H/1179-B1INS150174.pdf,POINT (427671 4577744)
1180,482500,4666750,MAS SALVATELLA,"DERIVADOS AGRICOLAS E INDUSTRIALES, S.L.",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/F/1180-G1INS160089.pdf,-,POINT (482500 4666750)
1182,347523,4552994,BASF ESPAÑOLA PLANTA LA CANONJA),"BASF ESPAÑOLA, S.L.",Industrial,4.4,I.1 - 5.4,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/tarragona/C/W-01182-T1INS180068.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/tarragona/C/W-01182-T1INS170054.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/tarragona/C/1182-T1INS160124.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/tarragona/C/1182-T1INS150125.pdf,POINT (347523 4552994)
1183,408480,4594520,SEAT (PLANTA MARTORELL),"SEAT, SA",Industrial,2.6,I.1 - 3.21,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/M/W-01183-B1INS180796.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/M/W-01183-B1INS170504.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/M/1183_B1INS160442.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/M/B1INS150534_seat_martorell.pdf,POINT (408480 4594520)
1184,423140,4574800,"COMPAÑÍA CERVEZERA DAMM, S.L.","COMPAÑÍA CERVEZERA DAMM, S.L.",Industrial,9.1.b)ii),I.1 - 7.2. b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/P/W-01184-B1INS170334.pdf,-,-,POINT (423140 4574800)
1187,489130,4671330,MAS RUART S.L.,MAS RUART S.L.,Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/V/W-01187-G1INS180113.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/girona/V/1187-G1INS150172.pdf,POINT (489130 4671330)
1188,314525,4609140,"FELBET RAMADERA, SL","FELBET RAMADERA, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/B/W-01188-L1INS180258.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/B/W-01188-L1CP140148.pdf,POINT (314525 4609140)
1190,328256,4616281,GRANJES VILASANA,JENNIFER CAPARROS RIBAS,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/V/W-01190-L1INS160250.pdf,-,POINT (328256 4616281)
1191,480035,4622550,CAN GAVINA,"SOLER RAMADERS, S.L.",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/M/1191-G1INS160067.pdf,-,POINT (480035 4622550)
1192,366047.5,4625542.5,MAS SANGRA,TEODOR RIBALTA MITJANES,Explotació ramadera,No DEI,I.1,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/I/W-01192-L1INS170248.pdf,-,-,POINT (366047.5 4625542.5)
1345,351080,4559260,HYCO - LA POBLA,SOCIEDAD ESPAÑOLA CARBUROS METALICOS S.A.,Industrial,4.2.a),I.1 - 5.2.a),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/tarragona/P/W-01345-T1INS180044.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/tarragona/P/W-01345_T1INS170025.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/tarragona/P/1345-T1INS160052.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/tarragona/P/T1INS150036_CARBUROS_METALICOS_mafumet.pdf,POINT (351080 4559260)
1193,433535,4598728,"INDUSTRIAS QUIMICAS DEL VALLES,S.A.","INDUSTRIAS QUÍMICAS DEL VALLÈS, S.A",Industrial,4.4,I.1 - 5.4,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/M/W-01193-B1INS170563.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/M/1193_B1INS160523.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/M/1193-B1INS150645.pdf,POINT (433535 4598728)
1194,329600,4614200,DIPÒSIT CONTROLAT DE RESIDUS DE CASTELLNOU DE SEANA,CONSELL COMARCAL DEL PLA DE L URGELL),Gestor de residus - Dipòsit controlat,5.5,I.1 - 10.6,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/C/W-01194-L1INS170142.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/C/L1INS150229_CC_plaurgell_seana.pdf,POINT (329600 4614200)
1196,310912.5,4636740,COGUL SAT 1366 CAT,COGUL SAT 1366 CAT,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/O/W-01196-L1INS160162.pdf,-,POINT (310912.5 4636740)
1197,296300,4628775,GRANJA PEROT,SAT HERVI 652 CAT,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/A/W-01197-L1INS170283.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/A/1197-L1INS150199.pdf,POINT (296300 4628775)
1198,309135,4610032.5,GRANJA MOREDILLA,"PUIGPINOS I FONT, ESTEVE",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/L/W-01198-L1INS170200.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/L/W-01198-L1INS150138.pdf,POINT (309135 4610032.5)
1200,329942.5,4627262.5,AGROPECUARIA CUBERES,"AGROPECUARIA CUBERES, S.C.P.",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/B/W-01200-L1INS170161.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/B/1200-L1INS150350.pdf,POINT (329942.5 4627262.5)
1202,291907,4612902,TRUGES MONTAGUT,"AGROLERIDA, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/A/W-01202-L1INS180223.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/A/W-01202-L1INS150212.pdf,POINT (291907 4612902)
1207,383960,4604420,"CIA ARRENDATARIA INDUSTRIAL IGUALADINA, S.A.","CIA ARRENDATARIA INDUSTRIAL IGUALADINA, S.A",Industrial,8.1,I.1 - 6.2,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/I/W-01207-B1INS170307.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/I/B1INS150132_IND_IGUALADINA.pdf,POINT (383960 4604420)
1208,439701,4656731,"MAFRIGES, S.A.","MAFRIGES, S.A.",Industrial,9.1.a),I.1 - 7.1,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/S/W-01208-B1INS180101.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/S/1208_B1INS160569.pdf,-,POINT (439701 4656731)
1253,460150,4674000,TORRASPAPEL - FCA. SANT JOAN LES FONTS,"TORRASPAPEL, SA",Industrial,6.1.b,I.1 - 9.2,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/B/1253-G1INS160066.pdf,-,POINT (460150 4674000)
1254,427699,4576160,GALVANICAS GIRONA,"GALVANICAS GIRONA, S.L.",Industrial,2.6,I.1 - 3.21,-,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/B/1254-B1INS150194.pdf,POINT (427699 4576160)
1256,413906,4658120,GRANJA EL RAURELL,"LA TOR DE LA QUAR, SL",Explotació ramadera,9.3.c),I.1 - 11.1.c),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/Q/W-01256-B1INS180338.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/Q/B1INS150121_catalana_pinsos_quar.pdf,POINT (413906 4658120)
1257,350718,4560118,DOW CHEMICAL IBÉRICA - DOW NORD,"DOW CHEMICAL IBÉRICA, SL",Industrial,4.1.h),I.1 - 5.1.h),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/tarragona/P/W-01257-T1INS180143.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/tarragona/P/W-01257-T1INS170106.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/tarragona/P/1257-T1INS160122.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/tarragona/P/1257-T1INS150135.pdf,POINT (350718 4560118)
1258,482818,4639990,"FRIGORÍFICOS DEL NORDESTE, S.A. (NORFRISA)","FRIGORÍFICOS DEL NORDESTE, S.A. (NORFRISA)",Industrial,9.1.a),I.1 - 7.1,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/R/W-01258-G1INS180083.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/girona/R/1258-G1INS150066.pdf,POINT (482818 4639990)
1260,296500,4583325,GRANJA SENTIS DRUDIS,RICARD EESQUERDA SENTIS,Explotació ramadera,9.3.a),I.1 - 11.1.a),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/L/W-01260-L1INS170220.pdf,-,-,POINT (296500 4583325)
1261,353315,4563120,"GRANGES DUCH, S.L.","GRANGES DUCH, S.L.",Explotació ramadera,9.3.a),I.1 - 11.1.a),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/tarragona/G/1261-T1INS160093.pdf,-,POINT (353315 4563120)
1209,429147,4607876,GRANJA JETSA,"CALDES PORC, S.A.",Explotació ramadera,9.3.c),I.1 - 11.1.c),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/S/1209_B1INS160344.pdf,-,POINT (429147 4607876)
1211,401709,4645878,GRANJA ESCARDIVOL,S.A.T. ESCARDIVOL 396 CAT,Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/V/W-01211-B1INS180086.pdf,-,-,-,POINT (401709 4645878)
1212,406157.5,4635362.5,"AVICOLA SANTASUSANA, SL","AVÍCOLA SANTASUSANA, SL",Explotació ramadera,9.3.a),I.1 - 11.1.a),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/B/1212_B1INS160059.pdf,-,POINT (406157.5 4635362.5)
